Text,Toxic/Not Toxic
"‏لو كان العالم الاسلامي بخير لكان ما فعله ‎#مودي سبباً لأكبر ازمة دبلوماسية بين الهند والعالم الاسلامي.

اما الان، اعتذر بشدة لكل مسلم هندي خرج ليدافع عن نبيه وعن معتقده وعن الإسلام، آسف لاننا لا نملك الا ان نعبر عن اسفنا واحتجاجنا هنا 😪💔",0
"المشكله ان البنات اللي هنا خولات وعاملين بنات وهم ولاد يا متناكين يا ولاد المتناكه بنات بس اللي تيجي يا شراميط
#معصيتى_راحتي",1
اكره السود 💔,1
"تطبيع من نوع آخر 🤔😡
رغم منع فيلم كرتوني يتضمن مشاهد للشذ$وذ الجنسي في مجموعة من الدول الاسلامية، تم الاعلان عن عرضه في بعض المدن المغربية، الرباط والبيضاء حسب الموقع 👇",1
احلام منو ي وهميه انتي .خشمك الشين ده,1
"إن شاء الله أيديهم بنشلن كل واحد مد أيده ع طالب يا كلاب، انتو لازم تكونوا أمن للطلاب مش عليهم
لو صار في طالب اشي لا قدر الله بده ينخرب بيتك يا معفن انت وإياه، فش حدا ضعيف هالايام ولو بالمصاري قادرين يوصلولك ويردوا الصاع صاعين.. أخص عليكوا من بين الرجال",1
عقلهم ينمو على هذا المنوال حتى يصبح كأنه في ثكنه عسكريه ، وهو لا يستطيع أن يفكر إلا في حدود ذلك السجن المسور بأسلاك شائكة ، إنه مقيَد ويحسب أنه حر ولهذ نجد الواحد منهم واثقاً من شعاراته الزائفة وثوقاً تاماً، أما المخالفون له فهم خونه و صهاينه تعساً لهم,1
ينزلوك في. حفره من حفر جهنم يا خنزير,1
أمة ضحكت من جهلها الامم,1
"‏رفع الفائدة 75 نقطة اساس .
تضخم كبير بكل المقاييس و صراحة 75 نقطة اساس غير مجدية للحد من التضخم فحتى لو تم الرفع ب 100 و 150 نقطة اساس و لن يتم الحد من التضخم
الحل الوحيد هو الكريبتو فقط و لا استبعد ان يخالف سوقنا جميع الاسواق و يصعد في حين كل الاسهم نازلين
نظرة ممكن تكون ن
مخطئة",0
"زْوُجٍتي
مافي حُب زي حبُك، ياعمُري الحلو🤍",0
‏برشلونه دا نادي عرص انها تمشى ديني,1
‏﴿فَلَا تَبْتَئِسْ﴾,0
مهو الشراميط تتناك وتجبلنا بنات متناكين زيك يوجعوا دماغنا كسمين ال ملقكيش كسمك,1
جنود امريكان مش كويتين طول عمركم خولات و شواذ للغرب 😂😂,1
ههههههههههه نظام دزاير راهم غير المداويخ والسكايرية.,1
"أنا زوجتي متعلقه في ابوها وتحبه حب كبير وأخوها كلمني وانا رايح الدوام وقالي وينك وعلمته اني رايح الدوام وقالي وقف بقولك شي عندي ومهي من عادته يكلمني الصباح بدري وتوترت ووقفت على طول وعلمني بوفاة ابو اخته من امه وقالي رح علمها قبل تفتح الواتس ورحت والله وكانت اصعب فتره لي اقولها
",0
يا متناك يا كويتي,1
وكما قال المؤرخ بن شرموطة كسم السيسي على كسم لاجئينه,1
"سؤال.. 

من المسؤل عن تصميم المباني من الخارج ومواقف السيارات والأرصفة
هل هو مسؤل التخطيط الحضري في البلديات
او 
صاحب المخطط",0
رلمانيون كنديون من الكيبيك يستقبلون بحفاوة رئيس جمهورية القبائل فرحات مهني و الوفد المرافق له ...,0
في البوست ده هنحاول نفهم مقال عماد الدين أديب، مش لأنه مقال صعب. لكن لأنه الرسالة السياسية الصريحة اللي بيقدمها هي في رأينا مشكلة كبيرة لازم يكون فيه رد عليها.,0
مجرادكلب فاقط لاغير,1
مرتزقة عباس مجوكرين,1
‏‎فلتتحمل أوروبا وزر قوانينها التي تشجع على حرية المثليه والشذوذ الجنسي.. المهم أن لا تصدر هذا المرض إلى المجتمعات العربيه والإسلامية...,1
كمية بتاعت سعوديين م عادية في اي منشن بتاع تويتة لي احداث اليوم كسمكم كلكم ي خولات 🖕🏿#اعتصام_القياده_العام #مجزرة_القيادة_العامة,1
انت من اوسخ وانجس وازبل الناس الي الواحد ممكن يشوفهم في حياتة .. راجل عرص وديوث .. نفسي افهم الي بيتفرجو عليك ويصدقوك بيعملو كدا ازاي اكيد انجاس زيك,1
"كسم السيسي علي كسم ال دعم السيسي يوم واحد حتي
دنا كنت ف اعدادي بشخه واقول للعيال ف الدروس العسكري هينيكك وينهبك زي مب بقاله 60 سنه بيعمل وال بيبدأها ب دم مستحيل تشوف منه خير
كانوا يتنمروا عليا ويقولوا عليا اخوان
ولاد الأحبه
نصهم أهاليهم بتشحت دلوقت",1
الشرطة السويدية تعلن إغلاق التحقيقات في هلاك رسام الكاريكاتير لارش فليكس الذي مات حرقًا داخل سيارته في حادث سير العام الماضي.,0
لا يمثلون إلا كبيرهم بن زائد ومن حالفه من الخونه,1
"شاهدوا كيف برمجة الاطفال على الشذوذ الجنسي الذي يزينونه بكلمة المثليين او مجتمع الميم عبر السحرة المعاصرين ( الاعلام و الاعلاميين )
الاجيال الحالية في خطر والله",1
أسروهم هذولا الكلاب,1
تفو اكره السود والعبيد,1
اللهم زلزل الأرض تحت أقدامهم,1
"الاجتماع الأول للدول الإفريقية الاطلسية 21 دولة 
الأبله و القلادة عندما رأى هذه التجمع و ابعاده و 4 عقود كلها رشاوي و تمويل العصابة الإرهابية بميزانية تعدت 375 مليار دولار و حلم الاطلالة على الأطلسي يتبخر",0
أول ما افتح الواتس كل يوم الصبح,0
"دبلوماسية البترو-دولار ولت بدون رجعة.
النتائج تظهر للعيان مع التغيرات السياسية-الإقتصادية المتسارعة والمتراكمة في العالم وكذلك في منطقتنا.
لم يعد يكفي أن تكون عندك ثروة الطاقة وخصوصا الأحفورية الملوثة لتفرض قوانينك المستهتِرة.
زمن ""القذافي"" ورشاواه السياسية انقرض.
#المغرب🇲🇦
🇲🇦🇲🇦",1
"شو رأي أهل نابلس في الكنافة الرملاوية؟
وشو المصطلحات النابلسية الجديدة اللي تعرّفت عليها سالي؟

تابعونا بكرة الساعة ٨ المسا بتوقيت القدس في حلقة جديدة من برنامج #هيك_قولتك!
عبر قناة #سما_القدس على يوتيوب",0
"الوطن وحدة.. الوطن سند.. الوطن إنسان 
انضموا إلينا في #سماـالقدس 
المنظومة الإعلامية الرقمية التي تخاطبُ الفلسطينيين في كافةِ أماكن وجودهم وتلامسُ واقعَهم واحتياجاتهم
تابعوا أقوى البرامج التفاعلية والقصص الرقمية الفلسطينية عبر منصاتنا المختلفة
 #الوطن_والإنسان",0
اقتلو القطط والكلاب الضاله تنجو مصر !,1
أخطر على الجميعاء الفكر الوهابي التخلوفي العنصوري الدواعيش. هوا أخطر  من كولشي,1
"ايه اكتر مجال مربح ماديا للصيادلة حاليا؟
",0
كلها انظمة ساقطة,1
"خولات مصريين زى العرص بتاع هم
اولاد عاهرات
لا مينهم من الشوارع",1
يسقط الحاكم,1
‏‎كرهت القصيده بعد ماسمعتها من صوتها الخايس,1
وقد تعلمت من هذه التجارب أن النجاح والفشل في الحياة العامة حسب المعايير السائدة ليس بالضرورة حكمًا مصيبًا أو نهائيًا,0
‏اول موعد رومانسي بين جود عزيز وطلال باسم,0
